UNIQUE_id,UNIQUE_num_records,ELIGIBLE_consent,CONNECTION_social_days_friends_p7d_grouped,LONELY_direct
cscs_06713,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06714,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06715,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_06716,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06717,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06718,1,Yes,NA,NA
cscs_06719,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06720,1,Yes,NA,NA
cscs_06721,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06722,3,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06722,3,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06722,3,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_06723,1,Yes,NA,NA
cscs_06725,3,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06725,3,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06725,3,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06726,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06727,1,Yes,Some days (1 - 3 days),NA
cscs_06728,2,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06729,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06730,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06731,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06732,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06732,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06732,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06733,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06735,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06736,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06737,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06738,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06739,2,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06740,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_06741,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06742,1,Yes,NA,NA
cscs_06743,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06744,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06745,1,Yes,NA,NA
cscs_06746,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06747,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06748,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06749,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06750,1,Yes,NA,NA
cscs_06751,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06752,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06753,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06754,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06755,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06756,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06756,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06756,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06757,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06758,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06759,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06760,1,Yes,Every day (7 days),All of the time (e.g. 5-7 days)]
cscs_06761,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06762,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06763,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06764,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06765,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06766,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06767,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06768,1,Yes,Every day (7 days),NA
cscs_06769,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06770,1,Yes,None (0 Days),NA
cscs_06771,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06772,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06773,1,Yes,NA,NA
cscs_06774,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06775,1,Yes,Every day (7 days),All of the time (e.g. 5-7 days)]
cscs_06776,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06777,3,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06777,3,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06777,3,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_06778,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_06779,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06780,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06781,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06782,1,Yes,NA,NA
cscs_06783,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06784,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06785,1,Yes,NA,NA
cscs_06787,1,Yes,NA,All of the time (e.g. 5-7 days)]
cscs_06788,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06789,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06790,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06792,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06793,1,Yes,Some days (1 - 3 days),NA
cscs_06794,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06795,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06796,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06797,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06798,1,Yes,NA,NA
cscs_06799,1,Yes,NA,NA
cscs_06800,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06801,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06802,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06804,1,Yes,NA,NA
cscs_06805,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06806,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06808,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06809,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06810,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06811,1,Yes,NA,NA
cscs_06812,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06813,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06814,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06815,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06816,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06817,1,Yes,Some days (1 - 3 days),NA
cscs_06818,1,Yes,NA,NA
cscs_06819,1,Yes,NA,NA
cscs_06820,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06821,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06822,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06823,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06824,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06825,1,Yes,Some days (1 - 3 days),NA
cscs_06826,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06827,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06828,1,Yes,NA,NA
cscs_06829,1,Yes,NA,NA
cscs_06830,1,Yes,NA,NA
cscs_06831,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06833,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06834,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06835,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06836,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06837,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06838,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06840,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06841,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06842,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06843,1,Yes,Some days (1 - 3 days),NA
cscs_06845,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06846,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06847,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06848,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06849,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06850,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06851,1,Yes,NA,NA
cscs_06852,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06853,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06854,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_06855,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06856,1,Yes,NA,NA
cscs_06857,1,Yes,NA,NA
cscs_06858,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06859,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06860,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06861,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06862,1,Yes,NA,NA
cscs_06863,1,Yes,NA,NA
cscs_06864,1,Yes,NA,NA
cscs_06865,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06866,1,Yes,NA,NA
cscs_06867,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06868,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06869,1,Yes,NA,NA
cscs_06870,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06872,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06873,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06874,1,Yes,NA,NA
cscs_06875,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06876,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06877,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06878,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06879,1,Yes,NA,NA
cscs_06880,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06881,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06882,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06883,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06884,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06885,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06886,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06887,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06888,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06889,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06890,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06892,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06893,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06894,1,Yes,NA,NA
cscs_06895,1,Yes,NA,NA
cscs_06896,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06897,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06898,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06899,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06900,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06901,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06902,1,Yes,NA,NA
cscs_06903,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06904,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06907,1,Yes,NA,NA
cscs_06908,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06909,1,Yes,NA,NA
cscs_06910,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06911,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06912,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06913,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06914,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06915,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06916,1,Yes,NA,NA
cscs_06917,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06918,1,Yes,NA,NA
cscs_06919,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06920,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06921,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06922,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_06923,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06924,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06925,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06926,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06927,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_06929,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06930,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06931,1,Yes,NA,NA
cscs_06932,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06933,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06934,1,Yes,NA,NA
cscs_06935,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06936,3,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06936,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06936,3,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06937,1,Yes,NA,NA
cscs_06938,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06939,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06940,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06941,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06942,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06944,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06946,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06947,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_06948,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06949,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06950,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06952,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06953,1,Yes,NA,NA
cscs_06954,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06956,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06957,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06958,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06959,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06960,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06961,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06963,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06964,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_06965,1,Yes,NA,NA
cscs_06966,3,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06966,3,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_06966,3,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06967,1,Yes,NA,Presented but no response
cscs_06968,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_06969,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06972,1,Yes,Most days (4 - 6 days),NA
cscs_06973,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06974,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06975,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06976,1,Yes,NA,NA
cscs_06977,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06978,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06979,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06980,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06981,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06982,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06983,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_06985,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_06986,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_06987,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06988,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06989,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_06990,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06991,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_06992,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_06993,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06994,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06995,1,Yes,NA,NA
cscs_06996,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_06997,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06998,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_06999,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_07000,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_07001,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_07002,1,Yes,Some days (1 - 3 days),NA
cscs_07003,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_07003,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_07003,3,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_07004,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_07005,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_07006,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_07007,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_07008,1,Yes,NA,NA
cscs_07009,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_07010,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_07011,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_07012,1,Yes,NA,NA
cscs_07013,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
